platform,title,url,video_id,author,comment,language,likes,published_at,type
YouTube,🎉2025 제22회 미추홀미디어문화축제🎉 개최! #미추홀구 #미추홀미디어문화축제 #축제 #가을 #이벤트,https://youtube.com/shorts/WNEdPIcUB6k,WNEdPIcUB6k,@차가운말랑이-q4t,"아이들이 뛰놀고 어른들이 힐링하는 시민 놀이터, 🍁제22회 미추홀미디어문화축제🍁! 키즈존·무대공연·체험부스 풀코스로 하루 꽉 채워볼게요. 모두가 배려하고 미소 짓는 축제 문화, 우리가 함께 만들어요 😊🌟🙌",ko,0,2025-09-20T09:57:37Z,top_comment
YouTube,아름다운 미추홀구에서 벌어진 뜻밖의 전개?ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.1,https://youtu.be/py7ERQBYwH8,py7ERQBYwH8,@zudmarin2,수인선 바람길숲,ko,0,2025-12-16T14:47:37Z,top_comment
YouTube,먹방 유튜버 유노! 떡볶이 33인분 클리어 도전?! (feat. 인하 문화의 거리) | [유노의 먹방 원정대] EP.1,https://youtu.be/RL7DPDkCFI4,RL7DPDkCFI4,@koo-u5s,떡볶이 비주얼 미쳤다... 조만간 꼭 방문해서 푸짐하게 먹어봐야겠어요! 특히 마지막 볶음밥은 정말 환상이네요!,ko,0,2025-04-19T12:13:43Z,top_comment
YouTube,🎉2025 제22회 미추홀미디어문화축제🎉 개최! #미추홀구 #미추홀미디어문화축제 #축제 #가을 #이벤트,https://youtube.com/shorts/WNEdPIcUB6k,WNEdPIcUB6k,@나도뚱뚜르,올해도 미디어와 문화가 어우러지는 축제 현장에서 다양한 즐거움이 가득하길 바랍니다. 많은 분들이 함께해주셨으면 좋겠어요.,ko,0,2025-09-19T11:05:00Z,top_comment
YouTube,먹방 유튜버 유노! 떡볶이 33인분 클리어 도전?! (feat. 인하 문화의 거리) | [유노의 먹방 원정대] EP.1,https://youtu.be/RL7DPDkCFI4,RL7DPDkCFI4,@20notultra,유노님의 먹방 도전이 미추홀구 소상공인들에게 큰 힘이 되길 바랍니다.,ko,0,2025-04-26T14:07:43Z,top_comment
YouTube,🎉2025 제22회 미추홀미디어문화축제🎉 개최! #미추홀구 #미추홀미디어문화축제 #축제 #가을 #이벤트,https://youtube.com/shorts/WNEdPIcUB6k,WNEdPIcUB6k,@mijungkim1186,"2025 제22회 미추홀미디어문화축제 
즐겁고 기억에 오래 남을만한 축제가 되길!!",ko,0,2025-09-11T13:08:33Z,top_comment
YouTube,[인하대 X 미추홀릭TV] EP.주안동ㅣ'미추홀송-주안편' MV,https://youtu.be/fCacN41Wy0U,fCacN41Wy0U,@raccoon_83,책 읽는 미추홀이 아름답다~ 미추홀구립도서관 투어로 미추송 도는 것도 재미있을 것 같아요!,ko,1,2025-11-12T05:43:28Z,top_comment
YouTube,사람으로 채워지는 미추홀!ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.2,https://youtu.be/GyILpEk7Pwg,GyILpEk7Pwg,@김준-h7q,배우 이재용님의 깊이 있는 목소리로 미추홀구의 숨은 이야기들을 들으니 정말 몰입되네요! 과거 염전이었다는 토지금고시장이 지금은 주민들의 웃음과 정으로 가득 찬 모습을 보니 미추홀구만의 따뜻한 인심이 느껴집니다. 대형마트에서는 느낄 수 없는 상인분들과의 소통이 참 보기 좋습니다.,ko,0,2025-12-25T11:52:55Z,top_comment
YouTube,먹방 유튜버 유노! 떡볶이 33인분 클리어 도전?! (feat. 인하 문화의 거리) | [유노의 먹방 원정대] EP.1,https://youtu.be/RL7DPDkCFI4,RL7DPDkCFI4,@hdh1177,"떡볶이 정말 맛있어 보이네요. 미추홀구 착한가격 업소들, 앞으로도 번창하길 바랍니다.",ko,0,2025-04-27T10:49:04Z,top_comment
YouTube,먹방 유튜버 유노! 떡볶이 33인분 클리어 도전?! (feat. 인하 문화의 거리) | [유노의 먹방 원정대] EP.1,https://youtu.be/RL7DPDkCFI4,RL7DPDkCFI4,@도토리X재기,미추홀구 골목상권이 더 많은 사람들에게 알려져서 더욱 번창하길 응원합니다.,ko,0,2025-04-27T06:22:36Z,top_comment
YouTube,[인하대 X 미추홀릭TV] EP.주안동ㅣ'미추홀송-주안편' MV,https://youtu.be/fCacN41Wy0U,fCacN41Wy0U,@도토리X재기,저녁 노을 찍으시려면 수봉공원이 진짜 최고예요! 언덕 올라가는 길도 너무 예뻐요,ko,0,2025-11-23T08:52:08Z,top_comment
YouTube,맛이라는 것이 폭발한다 (feat. 청년창업 특화거리) | [유노의 먹방 원정대] EP.2,https://youtu.be/Zg63f129iAk,Zg63f129iAk,@user-qg7pz2qc9s,"정답: 1번 청년창업 특화거리
과거 유흥가였던 거리가 청년들의 창업과 아이디어로 활기를 찾는 모습이 인상적이고, 앞으로가 더욱 기대됩니다.",ko,0,2025-04-27T12:37:20Z,top_comment
YouTube,🎉2025 제22회 미추홀미디어문화축제🎉 개최! #미추홀구 #미추홀미디어문화축제 #축제 #가을 #이벤트,https://youtube.com/shorts/WNEdPIcUB6k,WNEdPIcUB6k,@은쭈쭈95,미추홀미디어문화축제를 위해 힘쓰시는 모든 관계자분들께 박수를 보냅니다! 2025년에도 최고의 축제를 만들어주세요! 파이팅!,ko,0,2025-09-16T16:18:50Z,top_comment
YouTube,[인하대 X 미추홀릭TV] EP.주안동ㅣ'미추홀송-주안편' MV,https://youtu.be/fCacN41Wy0U,fCacN41Wy0U,@pinex2023,"수봉공원 야경 강력 추천합니다.
밤에는 조명과 어우러진 풍경이 정말 아름답고, 미추송 감성과도 잘 맞아요. 촬영을 한다면 밤하늘과 조명을 배경으로 사진이나 영상 찍으면 멋진 결과물을 얻을 수 있을 것 같습니다. 산책 겸 방문해보세요!",ko,0,2025-11-22T01:52:34Z,top_comment
YouTube,아름다운 미추홀구에서 벌어진 뜻밖의 전개?ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.1,https://youtu.be/py7ERQBYwH8,py7ERQBYwH8,@schotish-tl8fk,"바람길숲
소소하지만 알찬 코스로 잘 구성된 영상이라 만족스러웠어요",ko,0,2025-12-15T07:08:09Z,top_comment
YouTube,먹방 유튜버 유노! 떡볶이 33인분 클리어 도전?! (feat. 인하 문화의 거리) | [유노의 먹방 원정대] EP.1,https://youtu.be/RL7DPDkCFI4,RL7DPDkCFI4,@minsense-jn9yo,미추홀구 골목상권이 더 많은 사람들에게 알려져서 지역경제가 살아나길 바랍니다.,ko,0,2025-04-27T09:35:47Z,top_comment
YouTube,먹방 유튜버 유노! 떡볶이 33인분 클리어 도전?! (feat. 인하 문화의 거리) | [유노의 먹방 원정대] EP.1,https://youtu.be/RL7DPDkCFI4,RL7DPDkCFI4,@kyo0332kk,"😊먹방 유튜버 유노가 미추홀구 골목상권 살리기에 직접 뛰어든다니, 벌써부터 두근두근합니다!
첫 미션부터 난이도 실화냐고요? 이건 그냥 먹방이 아니라 진짜 생존 서바이벌이네요.
땀과 소스가 흐르는 리얼 먹방 대장정, 과연 유노는 모든 미션을 클리어할 수 있을까요?
유노가 한 입, 또 한 입 먹어낼 때마다 미추홀구 골목이 살아날 것 같은 이 짜릿한 기분!
당장 구독과 좋아요 누르고, 유노의 먹방 여정을 함께 응원하고 싶어집니다.
미추홀구 착한가격업소도 하나하나 찾아가보고 싶은 마음이 스멀스멀~
유노, 우리 같이 끝까지 달려봐요!!",ko,0,2025-04-27T22:26:38Z,top_comment
YouTube,맛이라는 것이 폭발한다 (feat. 청년창업 특화거리) | [유노의 먹방 원정대] EP.2,https://youtu.be/Zg63f129iAk,Zg63f129iAk,@jusu1004,"정답은 1번 청년창업 특화거리입니다. 평소에도 전통시장과 골목상권의 변화에 관심이 많았는데, 유노의 먹방 원정대를 통해 이렇게 활기찬 변화의 현장을 보게 되니 정말 반가웠어요. 과거 유흥가였던 거리가 이제는 청년들의 아이디어와 열정으로 다시 살아나고 있다는 메시지가 단순한 홍보를 넘어서 지역 전체에 주는 긍정적 영향력을 깊이 느낄 수 있었고, 그 중심에 미추홀구가 있다는 점이 인상 깊었습니다. 특히 ‘청년창업 특화거리’라는 이름에 담긴 뜻처럼, 실제로 창업을 위한 실질적인 도움(임차보증금, 임차료 지원, 창업컨설팅 등)을 받으며 꿈을 실현해가는 청년들의 모습이 그려지는 듯해, 응원하는 마음이 절로 들었습니다. 단순히 거리만 바뀐 것이 아니라, 그 안에서 이루어지는 관계와 이야기까지 함께 변해가는 모습이 더 큰 감동으로 다가왔어요.

영상에서 유노가 케이크를 맛보며 보여주는 반응은 단순 먹방이 아닌 ‘경험의 공유’로 느껴졌고, 시청하는 저희도 마치 함께 골목에 앉아 있는 듯한 몰입감을 주었어요. 특히 디저트 특집이라는 점이 젊은 감각을 보여주는 좋은 기획이었고, 청년들이 직접 만든 가게에서 직접 만든 음식을 소개한다는 점이 이 콘텐츠의 진정성을 보여줬습니다. 이 거리에서 창업한 사장님들 한 명 한 명의 노력이 모여 만들어진 장면이라 생각하니, 디저트 한 조각이 단순한 음식이 아니라 청춘의 증표 같다는 생각도 들었어요.

무엇보다 좋았던 건 영상이 ‘좋은 기획’을 넘어 ‘사람의 이야기’를 담고 있었다는 점입니다. 유노의 유쾌함 속에 담긴 따뜻함, 그리고 이 프로젝트에 담긴 청년 응원의 메시지는 많은 시청자들의 마음을 움직였을 것이라 믿어요. 지금처럼 ‘맛’과 ‘가치’를 함께 전하는 콘텐츠라면, 다음 회차도 무조건 챙겨보게 될 것 같아요. 응원합니다, 유노의 먹방 원정대! 그리고 이 변화의 중심에서 힘을 모아주는 미추홀구도 진심으로 응원합니다!",ko,1,2025-05-04T07:45:31Z,top_comment
YouTube,사람으로 채워지는 미추홀!ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.2,https://youtu.be/GyILpEk7Pwg,GyILpEk7Pwg,@K_Defense,미추홀 탐방을 두 분과 함께하니 정말 마음이 따뜻해지는 경험이었네요 함께하는 시간이 더 특별하게 느껴졌습니다,ko,0,2025-12-20T05:18:52Z,top_comment
YouTube,[이벤트] 이짜나언짜나와 함께하는 미추송 챌린지  #이짜나언짜나 #미추송챌린지 #댄스챌린지 #이벤트 #미추홀미디어문화축제,https://youtube.com/shorts/QVBz7RkJaC8,QVBz7RkJaC8,@S2뀨,오ㅋㅋ잼나요,ko,1,2025-08-29T06:02:15Z,top_comment
YouTube,맛이라는 것이 폭발한다 (feat. 청년창업 특화거리) | [유노의 먹방 원정대] EP.2,https://youtu.be/Zg63f129iAk,Zg63f129iAk,@옷장터짐,"정답: 1번 청년창업 특화거리
청년 창업자들에게 정말 특화된 공간이라는 생각이 듭니다.",ko,0,2025-05-02T22:45:07Z,top_comment
YouTube,아름다운 미추홀구에서 벌어진 뜻밖의 전개?ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.1,https://youtu.be/py7ERQBYwH8,py7ERQBYwH8,@고사이또,"정답: 바람숲길
수인선 바람길 숲, 감동의 역사! 수인선 바람길 숲 이야기 듣고 눈물이 핑 돌았어요. 😢 일제강점기 아픈 역사를 가진 철길이 이제는 주민들에게 쉼과 희망을 주는 녹지 공간이 되었다는 사실 자체가 큰 감동입니다. 2020년에 공원화되면서 전국 공원 최고 수상까지 했다니, 미추홀구 주민들의 노력과 바람이 담긴 곳이라 더욱 의미가 깊네요. 역사를 잊지 않으면서도 미래를 향해 나아가는 멋진 공간인 것 같아요. 꼭 한번 걸어보고 싶습니다!",ko,0,2025-12-11T23:27:51Z,top_comment
YouTube,먹방 유튜버 유노! 떡볶이 33인분 클리어 도전?! (feat. 인하 문화의 거리) | [유노의 먹방 원정대] EP.1,https://youtu.be/RL7DPDkCFI4,RL7DPDkCFI4,@iab9789,"와 제가 너무 좋아하는 유노님을 미추홀구 미추홀릭tv에서 볼 수 있다니 넘넘 반가운데요!?
단순히 음식이 아닌 오랜시간 지켜온 세월이라는것이 더욱 와닿았어요
착한 가격에 푸짐한 음식을 내어주시는 이모님의 인심도 대박이예요!
유노님의 먹방 원정대 1탄이면 2탄도 있는거죠!? 기다리고있을게요!!❤😊",ko,2,2025-04-18T06:01:06Z,top_comment
YouTube,아름다운 미추홀구에서 벌어진 뜻밖의 전개?ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.1,https://youtu.be/py7ERQBYwH8,py7ERQBYwH8,@hoKonge_2020,"정답은 바람숲길 
이재용×김기환 두 분이 함께 미추홀구를 산책하며 소개해 주신 동네 구석구석의 매력이 잘 느껴졌어요.
특히 숭의역과 인하대역을 잇는 도시 숲과 산책로 모습이 인상적이었고, 현지의 숨은 명소와 이야기들을 친근하게 풀어주셔서 마치 함께 걷는 기분이 들었어요.
앞으로도 미추홀구의 다양한 매력을 계속 소개해주셨으면 좋겠습니다! 🌳✨",ko,0,2025-12-16T13:04:04Z,top_comment
YouTube,사람으로 채워지는 미추홀!ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.2,https://youtu.be/GyILpEk7Pwg,GyILpEk7Pwg,@이수하하하하,미추홀구가 가진 매력을 과장 없이 담아낸 점이 특히 마음에 들었어요.,ko,0,2025-12-24T06:25:08Z,top_comment
YouTube,아름다운 미추홀구에서 벌어진 뜻밖의 전개?ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.1,https://youtu.be/py7ERQBYwH8,py7ERQBYwH8,@carei5,"정답 바람길숲
미추홀구의 숨은 명소를 알게 돼서 유익했어요.",ko,0,2025-12-15T07:34:25Z,top_comment
YouTube,아름다운 미추홀구에서 벌어진 뜻밖의 전개?ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.1,https://youtu.be/py7ERQBYwH8,py7ERQBYwH8,@catbus86,"정답 : 수인선 바람길숲
미추홀구의 역사와 주민들의 삶이 녹아 있는 장소들을 유쾌하고 자세하게 소개해 주셔서 감사합니다. 영상을 보니 미추홀구에 꼭 한번 방문해 보고 싶네요!",ko,0,2025-12-15T05:40:05Z,top_comment
YouTube,먹방 유튜버 유노! 떡볶이 33인분 클리어 도전?! (feat. 인하 문화의 거리) | [유노의 먹방 원정대] EP.1,https://youtu.be/RL7DPDkCFI4,RL7DPDkCFI4,@yongyeongyoung,"미추홀구 골목상권의 소상공인 여러분, 언제나 든든한 이웃이 되어주셔서 고맙습니다. 지역경제가 더욱 활기를 띠길 바랍니다.",ko,0,2025-04-27T14:20:19Z,top_comment
YouTube,아름다운 미추홀구에서 벌어진 뜻밖의 전개?ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.1,https://youtu.be/py7ERQBYwH8,py7ERQBYwH8,@리머-d5i,정답은 바람길숲 ❤ 매력적인 공간 소개해주셔서 감사합니다!,ko,0,2025-12-16T14:25:58Z,top_comment
YouTube,[이벤트] 이짜나언짜나와 함께하는 미추송 챌린지  #이짜나언짜나 #미추송챌린지 #댄스챌린지 #이벤트 #미추홀미디어문화축제,https://youtube.com/shorts/QVBz7RkJaC8,QVBz7RkJaC8,@세일러조,이짜나언짜나다!!,ko,1,2025-08-29T06:24:54Z,top_comment
YouTube,맛이라는 것이 폭발한다 (feat. 청년창업 특화거리) | [유노의 먹방 원정대] EP.2,https://youtu.be/Zg63f129iAk,Zg63f129iAk,@zoo3573,"정답 : 1번 청년창업 특화거리
미추홀구의 지원 아래 조성된 청년창업 특화거리에서 청년들이 열정을 가지고 꿈을 펼쳐가는 모습이 정말 멋지네요. 골목상권 활성화 프로젝트, 유노의 먹방원정대 응원할게요",ko,0,2025-05-02T15:00:21Z,top_comment
YouTube,먹방 유튜버 유노! 떡볶이 33인분 클리어 도전?! (feat. 인하 문화의 거리) | [유노의 먹방 원정대] EP.1,https://youtu.be/RL7DPDkCFI4,RL7DPDkCFI4,@Assumy,미추홀구 골목상권의 정겨운 분위기와 다양한 먹거리가 많은 분들에게 알려지길 바랍니다.,ko,0,2025-04-27T04:29:30Z,top_comment
YouTube,천하제일 먹방대결 (feat. 신기시장) | [유노의 먹방 원정대] EP.3,https://youtu.be/8PWZh2h1ftA,8PWZh2h1ftA,@빙과,많은분들이 다녀가고 좋은 시간 갖는 미추홀구 골목상권 응원합니다,ko,0,2025-05-04T17:43:24Z,top_comment
YouTube,아름다운 미추홀구에서 벌어진 뜻밖의 전개?ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.1,https://youtu.be/py7ERQBYwH8,py7ERQBYwH8,@락스타냥,"바람길숲
두 분의 호흡이 점점 더 좋아지는 것 같아 다음 화가 더 기대돼요",ko,0,2025-12-15T12:11:11Z,top_comment
YouTube,맛이라는 것이 폭발한다 (feat. 청년창업 특화거리) | [유노의 먹방 원정대] EP.2,https://youtu.be/Zg63f129iAk,Zg63f129iAk,@워니패런츠,"정답: 1번 청년창업 특화거리
창업을 준비하는 분들에게 정말 도움이 되는 영상이었어요.
예비 창업자와 청년 사장님들 모두 힘내세요!",ko,0,2025-05-03T06:48:18Z,top_comment
